volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2000.0	0.0	23.0	0.069	1.0	0.217391304348
1983.0	0.0	32.0	0.0731215330308	1.0	0.25
1953.0	423.0	1999.0	0.0773169482847	0.25768321513	0.293646823412
1975.0	370.0	1998.0	0.0754430379747	0.248648648649	0.291291291291
2000.0	253.0	36.0	0.075	0.264822134387	0.166666666667
1619.0	262.0	34.0	0.0611488573193	0.236641221374	0.235294117647
1896.0	266.0	42.0	0.0590717299578	0.225563909774	0.238095238095
2000.0	0.0	22.0	0.058	1.0	0.181818181818
1808.0	0.0	39.0	0.0597345132743	1.0	0.179487179487
1966.0	0.0	36.0	0.057985757884	1.0	0.222222222222
1942.0	306.0	2000.0	0.0628218331617	0.222222222222	0.289
1862.0	323.0	29.0	0.0601503759398	0.287925696594	0.241379310345
1797.0	732.0	1992.0	0.0606566499722	0.281420765027	0.292168674699
1999.0	0.0	30.0	0.0615307653827	1.0	0.266666666667
1996.0	383.0	48.0	0.060120240481	0.248041775457	0.291666666667
1983.0	354.0	1998.0	0.0579929399899	0.265536723164	0.267267267267
1714.0	279.0	24.0	0.0560093348891	0.268817204301	0.25
1845.0	0.0	38.0	0.069918699187	1.0	0.210526315789
1983.0	0.0	1998.0	0.0731215330308	1.0	0.267267267267
1998.0	0.0	30.0	0.049049049049	1.0	0.2
1999.0	259.0	36.0	0.0725362681341	0.235521235521	0.222222222222
1999.0	424.0	38.0	0.0685342671336	0.254716981132	0.263157894737
1610.0	440.0	36.0	0.0633540372671	0.25	0.277777777778
1852.0	260.0	56.0	0.0691144708423	0.207692307692	0.214285714286
1906.0	296.0	2000.0	0.0671563483736	0.22972972973	0.311
