volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
867.0	0.0	36.0	0.0865051903114	1.0	0.222222222222
987.0	394.0	999.0	0.0840932117528	0.314720812183	0.263263263263
986.0	0.0	53.0	0.0669371196755	1.0	0.245283018868
945.0	420.0	30.0	0.0835978835979	0.261904761905	0.266666666667
972.0	0.0	22.0	0.0864197530864	1.0	0.181818181818
934.0	460.0	28.0	0.0856531049251	0.230434782609	0.214285714286
970.0	259.0	990.0	0.0948453608247	0.250965250965	0.286868686869
998.0	341.0	49.0	0.0941883767535	0.219941348974	0.224489795918
256.0	418.0	991.0	0.1015625	0.210526315789	0.291624621594
994.0	253.0	23.0	0.0905432595573	0.233201581028	0.217391304348
998.0	291.0	48.0	0.0661322645291	0.243986254296	0.25
1000.0	264.0	62.0	0.084	0.159090909091	0.258064516129
675.0	255.0	18.0	0.0844444444444	0.254901960784	0.222222222222
996.0	301.0	59.0	0.0843373493976	0.182724252492	0.254237288136
963.0	311.0	39.0	0.0882658359294	0.183279742765	0.282051282051
874.0	254.0	33.0	0.102974828375	0.204724409449	0.212121212121
957.0	322.0	44.0	0.0721003134796	0.229813664596	0.272727272727
980.0	431.0	23.0	0.0918367346939	0.252900232019	0.304347826087
1000.0	264.0	28.0	0.078	0.227272727273	0.285714285714
987.0	543.0	69.0	0.080040526849	0.208103130755	0.333333333333
864.0	0.0	30.0	0.0902777777778	1.0	0.133333333333
999.0	0.0	51.0	0.0950950950951	1.0	0.21568627451
989.0	0.0	23.0	0.0778564206269	1.0	0.217391304348
1000.0	0.0	32.0	0.062	1.0	0.1875
996.0	343.0	23.0	0.0582329317269	0.271137026239	0.217391304348
