volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
1908.0	0.0	38.0	0.0817610062893	1.0	0.210526315789
1964.0	0.0	31.0	0.0845213849287	1.0	0.161290322581
1936.0	398.0	2000.0	0.0723140495868	0.291457286432	0.295
2000.0	275.0	47.0	0.076	0.243636363636	0.276595744681
1877.0	251.0	31.0	0.0644645711241	0.250996015936	0.290322580645
2000.0	0.0	36.0	0.087	1.0	0.166666666667
1999.0	0.0	36.0	0.0915457728864	1.0	0.166666666667
1992.0	619.0	27.0	0.0642570281124	0.276252019386	0.333333333333
1998.0	254.0	33.0	0.0950950950951	0.251968503937	0.212121212121
1953.0	406.0	25.0	0.0803891449053	0.226600985222	0.28
1863.0	354.0	46.0	0.085346215781	0.242937853107	0.217391304348
1904.0	0.0	36.0	0.0945378151261	1.0	0.166666666667
1962.0	444.0	42.0	0.0835881753313	0.243243243243	0.333333333333
1968.0	0.0	32.0	0.0924796747967	1.0	0.1875
1991.0	324.0	32.0	0.0838774485183	0.240740740741	0.1875
1990.0	0.0	1999.0	0.0824120603015	1.0	0.256628314157
1999.0	317.0	50.0	0.0875437718859	0.186119873817	0.24
1966.0	286.0	33.0	0.0824008138352	0.258741258741	0.212121212121
1798.0	420.0	1990.0	0.0778642936596	0.228571428571	0.253266331658
1990.0	524.0	1995.0	0.0763819095477	0.301526717557	0.257142857143
1998.0	356.0	41.0	0.0860860860861	0.252808988764	0.268292682927
1981.0	0.0	35.0	0.0822816759213	1.0	0.142857142857
1976.0	0.0	32.0	0.084008097166	1.0	0.1875
1991.0	401.0	31.0	0.0828729281768	0.281795511222	0.225806451613
1994.0	251.0	28.0	0.0822467402207	0.235059760956	0.214285714286
