volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
453.0	472.0	472	0.474613686534	0.542372881356	0.389830508475
474.0	468.0	459	0.350210970464	0.457264957265	0.411764705882
475.0	452.0	462	0.393684210526	0.482300884956	0.398268398268
465.0	469.0	450	0.397849462366	0.526652452026	0.431111111111
458.0	473.0	471	0.340611353712	0.458773784355	0.447983014862
472.0	468.0	470	0.466101694915	0.478632478632	0.382978723404
473.0	472.0	472	0.501057082452	0.546610169492	0.415254237288
462.0	473.0	472	0.484848484848	0.530655391121	0.402542372881
469.0	462.0	434	0.449893390192	0.549783549784	0.447004608295
466.0	469.0	436	0.472103004292	0.492537313433	0.45871559633
469.0	472.0	471	0.377398720682	0.5	0.456475583864
475.0	471.0	470	0.414736842105	0.549893842887	0.446808510638
467.0	430.0	460	0.41755888651	0.474418604651	0.465217391304
452.0	474.0	459	0.473451327434	0.451476793249	0.407407407407
464.0	454.0	475	0.525862068966	0.515418502203	0.435789473684
467.0	465.0	468	0.473233404711	0.513978494624	0.41452991453
457.0	467.0	470	0.479212253829	0.443254817987	0.429787234043
469.0	456.0	467	0.475479744136	0.5	0.443254817987
472.0	467.0	469	0.470338983051	0.533190578158	0.432835820896
469.0	460.0	467	0.475479744136	0.55652173913	0.443254817987
461.0	467.0	470	0.505422993492	0.503211991435	0.425531914894
442.0	455.0	471	0.493212669683	0.520879120879	0.43949044586
437.0	463.0	459	0.45995423341	0.490280777538	0.403050108932
469.0	460.0	452	0.466950959488	0.530434782609	0.429203539823
454.0	467.0	448	0.462555066079	0.524625267666	0.428571428571
