volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2439.0	2457.0	2472.0	0.321033210332	0.508343508344	0.519417475728
2460.0	2472.0	2450.0	0.317073170732	0.51213592233	0.527346938776
2472.0	2415.0	2471.0	0.334142394822	0.507246376812	0.53379198705
2466.0	2442.0	2456.0	0.328467153285	0.466011466011	0.524429967427
2462.0	2441.0	2470.0	0.31762794476	0.524784924211	0.525506072874
2438.0	2431.0	2457.0	0.314191960623	0.512957630605	0.422873422873
2450.0	2454.0	2471.0	0.329795918367	0.512632436838	0.532173209227
2454.0	2472.0	2472.0	0.321923390383	0.516181229773	0.427993527508
2470.0	2453.0	2448.0	0.327935222672	0.512433754586	0.436274509804
2443.0	2459.0	2473.0	0.313139582481	0.500610004067	0.501819652244
2456.0	2451.0	2466.0	0.313517915309	0.485924112607	0.583130575831
2467.0	2468.0	2422.0	0.311714633158	0.4943273906	0.506193228737
2450.0	2440.0	2426.0	0.320816326531	0.489344262295	0.537510305029
2465.0	2464.0	2470.0	0.322515212982	0.494318181818	0.473684210526
2431.0	2468.0	2458.0	0.325380501851	0.501620745543	0.541090317331
2434.0	2459.0	2469.0	0.33771569433	0.487596583977	0.495342243823
2471.0	2463.0	2470.0	0.318494536625	0.494924888348	0.477732793522
2419.0	2455.0	2467.0	0.329474989665	0.492464358452	0.450344548034
2470.0	2470.0	2453.0	0.314170040486	0.493927125506	0.433346922136
2448.0	2455.0	2459.0	0.31862745098	0.498981670061	0.436356242375
2469.0	2470.0	2454.0	0.313082219522	0.507692307692	0.488182559087
2425.0	2472.0	2466.0	0.317113402062	0.517799352751	0.430656934307
2454.0	2465.0	2461.0	0.318663406683	0.513995943205	0.431938236489
2464.0	2470.0	2470.0	0.335227272727	0.493117408907	0.422672064777
2468.0	2460.0	2469.0	0.308752025932	0.49918699187	0.397326852977
