volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
497.0	255.0	27	0.0824949698189	0.18431372549	0.185185185185
137.0	150.0	30	0.0948905109489	0.173333333333	0.266666666667
978.0	335.0	73	0.0899795501022	0.182089552239	0.287671232877
763.0	572.0	19	0.0851900393185	0.22027972028	0.263157894737
430.0	106.0	33	0.0651162790698	0.169811320755	0.212121212121
984.0	530.0	23	0.103658536585	0.252830188679	0.304347826087
997.0	232.0	39	0.105315947844	0.198275862069	0.230769230769
73.0	143.0	52	0.0958904109589	0.146853146853	0.230769230769
559.0	201.0	24	0.0983899821109	0.233830845771	0.25
302.0	467.0	1977	0.0993377483444	0.233404710921	0.313100657562
845.0	261.0	46	0.091124260355	0.187739463602	0.304347826087
728.0	44.0	36	0.104395604396	0.181818181818	0.222222222222
112.0	43.0	39	0.107142857143	0.162790697674	0.230769230769
1000.0	182.0	1985	0.112	0.21978021978	0.332997481108
79.0	50.0	38	0.0886075949367	0.16	0.210526315789
994.0	55.0	39	0.114688128773	0.163636363636	0.230769230769
984.0	203.0	31	0.0955284552846	0.20197044335	0.290322580645
995.0	487.0	1984	0.105527638191	0.240246406571	0.316532258065
984.0	295.0	1998	0.119918699187	0.213559322034	0.313313313313
148.0	196.0	1991	0.108108108108	0.224489795918	0.320944249121
341.0	41.0	37	0.102639296188	0.170731707317	0.189189189189
1000.0	49.0	36	0.088	0.183673469388	0.222222222222
69.0	274.0	1993	0.101449275362	0.240875912409	0.296537882589
894.0	280.0	1992	0.089485458613	0.228571428571	0.296184738956
295.0	68.0	54	0.0915254237288	0.147058823529	0.222222222222
