volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2466.0	2472.0	2461	0.446066504461	0.501618122977	0.446566436408
2467.0	2463.0	2475	0.408998783948	0.488428745432	0.54101010101
2470.0	2472.0	2461	0.471255060729	0.48786407767	0.41974806989
2474.0	2473.0	2475	0.462409054163	0.506672058229	0.432727272727
2474.0	2471.0	2474	0.444624090542	0.505463375152	0.448666127728
2416.0	2470.0	2456	0.460264900662	0.511740890688	0.427524429967
2462.0	2467.0	2469	0.460601137287	0.505472233482	0.443499392467
2475.0	2419.0	2469	0.472323232323	0.501446878876	0.428918590522
2475.0	2458.0	2468	0.474747474747	0.515866558177	0.437601296596
2468.0	2474.0	2473	0.448136142626	0.491511721908	0.452486858067
2472.0	2455.0	2473	0.465210355987	0.492464358452	0.536595228467
2471.0	2466.0	2456	0.456900040469	0.493917274939	0.440553745928
2475.0	2467.0	2456	0.447272727273	0.506282934739	0.500814332248
2436.0	2461.0	2457	0.467980295567	0.509955302722	0.443223443223
2452.0	2444.0	2474	0.484502446982	0.527004909984	0.428455941795
2466.0	2431.0	2470	0.450121654501	0.51542575072	0.520647773279
2474.0	2474.0	2469	0.47857720291	0.48181083266	0.438639125152
2475.0	2432.0	2466	0.456161616162	0.513980263158	0.462287104623
2471.0	2467.0	2469	0.47470659652	0.478719092015	0.42810854597
2475.0	2472.0	2443	0.426262626263	0.519417475728	0.53090462546
2470.0	2462.0	2471	0.410526315789	0.487408610885	0.589639821934
2449.0	2475.0	2440	0.347488770927	0.494949494949	0.549180327869
2468.0	2431.0	2463	0.470826580227	0.51707116413	0.409663012586
2474.0	2465.0	2426	0.423605497171	0.505070993915	0.55647155812
2468.0	2449.0	2463	0.470826580227	0.476521028991	0.409663012586
