volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
1575.0	253.0	57.0	0.0552380952381	0.217391304348	0.228070175439
1598.0	288.0	26.0	0.0600750938673	0.243055555556	0.230769230769
1586.0	0.0	34.0	0.0567465321564	1.0	0.176470588235
1527.0	273.0	48.0	0.0609037328094	0.252747252747	0.291666666667
1322.0	281.0	44.0	0.0574886535552	0.259786476868	0.227272727273
1599.0	365.0	32.0	0.0594121325829	0.254794520548	0.25
1586.0	376.0	53.0	0.063051702396	0.260638297872	0.283018867925
429.0	0.0	23.0	0.0536130536131	1.0	0.217391304348
1386.0	0.0	34.0	0.0634920634921	1.0	0.176470588235
1599.0	267.0	1599.0	0.0569105691057	0.228464419476	0.303314571607
1128.0	0.0	55.0	0.0762411347518	1.0	0.2
1042.0	0.0	37.0	0.0729366602687	1.0	0.189189189189
1054.0	252.0	31.0	0.0796963946869	0.261904761905	0.225806451613
1057.0	0.0	34.0	0.0709555345317	1.0	0.176470588235
998.0	264.0	39.0	0.0781563126253	0.227272727273	0.282051282051
1594.0	0.0	35.0	0.0664993726474	1.0	0.2
1526.0	337.0	27.0	0.0720838794233	0.228486646884	0.333333333333
1599.0	0.0	37.0	0.06191369606	1.0	0.189189189189
1590.0	270.0	30.0	0.0616352201258	0.177777777778	0.333333333333
1599.0	0.0	37.0	0.0644152595372	1.0	0.189189189189
1596.0	554.0	35.0	0.0739348370927	0.234657039711	0.314285714286
1565.0	339.0	48.0	0.0696485623003	0.215339233038	0.291666666667
1598.0	428.0	1595.0	0.0588235294118	0.266355140187	0.307836990596
1589.0	422.0	37.0	0.058527375708	0.203791469194	0.297297297297
1598.0	271.0	40.0	0.0625782227785	0.232472324723	0.25
