volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2467.0	2438.0	2450.0	0.502229428456	0.485643970468	0.579591836735
2467.0	2432.0	2466.0	0.507904337252	0.496710526316	0.525547445255
2467.0	2451.0	2245.0	0.502229428456	0.525091799266	0.472605790646
2467.0	2437.0	2469.0	0.508715038508	0.494460402134	0.569056298096
2467.0	2401.0	2461.0	0.507904337252	0.506039150354	0.468508736286
2434.0	2471.0	2465.0	0.517666392769	0.485228652367	0.415821501014
2434.0	2428.0	2465.0	0.517666392769	0.488467874794	0.432048681542
2445.0	2447.0	2473.0	0.514928425358	0.498978340826	0.54953497776
2451.0	2466.0	2467.0	0.512035903713	0.509326845093	0.511957843535
2434.0	2461.0	2450.0	0.517666392769	0.516456724909	0.447346938776
2469.0	2466.0	2449.0	0.496962332928	0.489862124899	0.423438138016
2459.0	2453.0	2465.0	0.504676697845	0.518956379943	0.57322515213
2469.0	2446.0	2470.0	0.501822600243	0.498773507768	0.465587044534
2464.0	2448.0	2450.0	0.498376623377	0.510620915033	0.505306122449
2468.0	2469.0	2462.0	0.5	0.484001620089	0.557270511779
2465.0	2459.0	2467.0	0.505882352941	0.500610004067	0.410620186461
2465.0	2453.0	2429.0	0.507505070994	0.486343253159	0.457389872375
2465.0	2467.0	2464.0	0.507505070994	0.507904337252	0.5
2465.0	2429.0	2441.0	0.507505070994	0.513379991766	0.528881605899
2465.0	2444.0	2469.0	0.505882352941	0.494271685761	0.413527744026
2467.0	2461.0	2472.0	0.507904337252	0.49451442503	0.402912621359
2463.0	2420.0	2393.0	0.507917174178	0.501652892562	0.469285415796
2463.0	2392.0	2461.0	0.507917174178	0.502508361204	0.533522958147
2468.0	2452.0	2403.0	0.507293354943	0.505709624796	0.466500208073
2463.0	2466.0	2472.0	0.507105156313	0.492295214923	0.504045307443
