volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
467.0	470.0	464.0	0.336188436831	0.489361702128	0.413793103448
462.0	474.0	472.0	0.34632034632	0.518987341772	0.402542372881
468.0	447.0	471.0	0.337606837607	0.512304250559	0.43949044586
472.0	464.0	463.0	0.343220338983	0.508620689655	0.434125269978
454.0	463.0	474.0	0.352422907489	0.516198704104	0.430379746835
475.0	465.0	474.0	0.343157894737	0.488172043011	0.46835443038
468.0	465.0	475.0	0.346153846154	0.556989247312	0.444210526316
474.0	474.0	475.0	0.333333333333	0.489451476793	0.427368421053
450.0	471.0	465.0	0.36	0.490445859873	0.45376344086
475.0	472.0	474.0	0.330526315789	0.504237288136	0.438818565401
471.0	469.0	468.0	0.341825902335	0.471215351812	0.42735042735
463.0	474.0	474.0	0.356371490281	0.552742616034	0.434599156118
471.0	467.0	461.0	0.346072186837	0.430406852248	0.431670281996
466.0	466.0	474.0	0.351931330472	0.519313304721	0.426160337553
470.0	469.0	474.0	0.348936170213	0.513859275053	0.405063291139
468.0	459.0	464.0	0.371794871795	0.477124183007	0.418103448276
470.0	472.0	459.0	0.340425531915	0.478813559322	0.468409586057
472.0	470.0	467.0	0.338983050847	0.51914893617	0.494646680942
462.0	466.0	472.0	0.350649350649	0.540772532189	0.402542372881
468.0	465.0	436.0	0.358974358974	0.556989247312	0.435779816514
469.0	465.0	470.0	0.347547974414	0.475268817204	0.463829787234
470.0	475.0	460.0	0.357446808511	0.498947368421	0.426086956522
459.0	469.0	471.0	0.346405228758	0.509594882729	0.422505307856
459.0	470.0	471.0	0.346405228758	0.523404255319	0.422505307856
473.0	471.0	472.0	0.344608879493	0.494692144374	0.444915254237
