volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2471.0	2463.0	2451.0	0.319303925536	0.498172959805	0.412484700122
2473.0	2470.0	2437.0	0.315810756167	0.497165991903	0.439474764054
2452.0	2471.0	2456.0	0.328711256117	0.501416430595	0.445439739414
2473.0	2460.0	2471.0	0.326324302467	0.488617886179	0.568595710239
2473.0	2473.0	2472.0	0.323089365144	0.501010917913	0.401294498382
2473.0	2472.0	2461.0	0.334411645774	0.5	0.444941080861
2464.0	2459.0	2467.0	0.323863636364	0.526636844246	0.447912444264
2466.0	2450.0	2475.0	0.324412003244	0.526530612245	0.400404040404
2425.0	2424.0	2463.0	0.344329896907	0.539603960396	0.464068209501
2404.0	2465.0	2474.0	0.338602329451	0.509127789047	0.430881164107
2473.0	2458.0	2461.0	0.339264051759	0.515866558177	0.605038602194
2474.0	2457.0	2470.0	0.330638641876	0.500203500204	0.446963562753
2455.0	2473.0	2475.0	0.319755600815	0.505054589567	0.458585858586
2456.0	2445.0	2473.0	0.319218241042	0.497750511247	0.479175090983
2467.0	2452.0	2470.0	0.326307255776	0.511419249592	0.432388663968
2474.0	2465.0	2466.0	0.325788197251	0.510750507099	0.438767234388
2472.0	2472.0	2443.0	0.324433656958	0.487055016181	0.459680720426
2468.0	2465.0	2471.0	0.320097244733	0.501014198783	0.413193039255
2458.0	2470.0	2475.0	0.325467860049	0.510931174089	0.562828282828
2473.0	2471.0	2455.0	0.31904569349	0.498178874949	0.460692464358
2429.0	2471.0	2471.0	0.331412103746	0.498178874949	0.435046539862
2467.0	2475.0	2458.0	0.349006890961	0.514343434343	0.550040683483
2472.0	2461.0	2474.0	0.337378640777	0.492889069484	0.456750202102
2448.0	2415.0	2456.0	0.326797385621	0.512215320911	0.575732899023
2470.0	2463.0	2475.0	0.323886639676	0.523345513601	0.492525252525
