volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
2470.0	2447.0	2451.0	0.507692307692	0.499795668165	0.432068543452
2475.0	2467.0	2473.0	0.507070707071	0.493311714633	0.559239789729
2470.0	2462.0	2441.0	0.505263157895	0.503655564582	0.428103236379
2475.0	2445.0	2467.0	0.504646464646	0.500204498978	0.511147142278
2470.0	2472.0	2472.0	0.508502024291	0.473300970874	0.433656957929
2470.0	2467.0	2423.0	0.507692307692	0.521686258614	0.596368138671
2470.0	2467.0	2467.0	0.512550607287	0.49655451966	0.426834211593
2441.0	2472.0	2475.0	0.515772224498	0.519417475728	0.467474747475
2474.0	2469.0	2460.0	0.506871463217	0.51073309032	0.563414634146
2468.0	2464.0	2472.0	0.516207455429	0.513798701299	0.535598705502
2459.0	2466.0	2472.0	0.501423342822	0.507704785077	0.512944983819
2463.0	2475.0	2461.0	0.497360941941	0.527272727273	0.53677366924
2463.0	2466.0	2445.0	0.508729192042	0.504460665045	0.564008179959
2448.0	2470.0	2469.0	0.512254901961	0.456680161943	0.497772377481
2448.0	2426.0	2471.0	0.512254901961	0.511953833471	0.507082152975
2453.0	2473.0	2463.0	0.509172441908	0.46623534169	0.568006496143
2453.0	2470.0	2448.0	0.509172441908	0.505263157895	0.541666666667
2453.0	2464.0	2455.0	0.509172441908	0.522727272727	0.454989816701
2453.0	2469.0	2464.0	0.509172441908	0.503442689348	0.555194805195
2453.0	2438.0	2467.0	0.509172441908	0.523379819524	0.519254154844
2461.0	2469.0	2474.0	0.514831369362	0.498582422033	0.549717057397
2460.0	2466.0	2474.0	0.513821138211	0.511759935118	0.515763945028
2467.0	2471.0	2438.0	0.511147142278	0.50465398624	0.436423297785
2407.0	2456.0	2474.0	0.529705027005	0.507328990228	0.511721907842
2461.0	2471.0	2473.0	0.514831369362	0.50465398624	0.482410028306
