volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
924.0	490.0	48	0.103896103896	0.261224489796	0.291666666667
996.0	77.0	50	0.0863453815261	0.142857142857	0.24
992.0	109.0	39	0.0524193548387	0.211009174312	0.282051282051
999.0	400.0	36	0.0770770770771	0.2	0.277777777778
674.0	356.0	23	0.0682492581602	0.224719101124	0.304347826087
998.0	141.0	36	0.0741482965932	0.163120567376	0.222222222222
997.0	324.0	34	0.0772316950853	0.228395061728	0.294117647059
998.0	177.0	57	0.0741482965932	0.220338983051	0.263157894737
923.0	49.0	38	0.0704225352113	0.142857142857	0.210526315789
830.0	159.0	29	0.0795180722892	0.194968553459	0.241379310345
760.0	108.0	36	0.0631578947368	0.203703703704	0.222222222222
971.0	358.0	56	0.0628218331617	0.201117318436	0.285714285714
999.0	35.0	38	0.0670670670671	0.142857142857	0.210526315789
939.0	36.0	37	0.0607028753994	0.166666666667	0.243243243243
989.0	107.0	38	0.0677451971689	0.158878504673	0.210526315789
999.0	229.0	41	0.0550550550551	0.213973799127	0.317073170732
984.0	143.0	53	0.0670731707317	0.188811188811	0.283018867925
931.0	43.0	46	0.0547798066595	0.162790697674	0.173913043478
912.0	44.0	40	0.0657894736842	0.181818181818	0.2
844.0	249.0	60	0.0568720379147	0.220883534137	0.333333333333
909.0	222.0	31	0.0605060506051	0.153153153153	0.225806451613
958.0	423.0	32	0.0480167014614	0.210401891253	0.25
894.0	136.0	35	0.0536912751678	0.132352941176	0.2
990.0	38.0	34	0.0505050505051	0.157894736842	0.176470588235
1000.0	60.0	33	0.05	0.166666666667	0.212121212121
