volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
997.0	367.0	43.0	0.0672016048144	0.215258855586	0.255813953488
998.0	250.0	62.0	0.0661322645291	0.208	0.258064516129
947.0	296.0	37.0	0.0791974656811	0.236486486486	0.297297297297
998.0	0.0	53.0	0.0861723446894	1.0	0.207547169811
775.0	373.0	33.0	0.0735483870968	0.254691689008	0.272727272727
946.0	330.0	31.0	0.0507399577167	0.218181818182	0.225806451613
941.0	295.0	34.0	0.0520722635494	0.186440677966	0.294117647059
830.0	258.0	57.0	0.0626506024096	0.201550387597	0.228070175439
997.0	0.0	30.0	0.061183550652	1.0	0.266666666667
997.0	0.0	32.0	0.061183550652	1.0	0.1875
998.0	0.0	41.0	0.0420841683367	1.0	0.219512195122
970.0	0.0	19.0	0.0659793814433	1.0	0.263157894737
992.0	256.0	37.0	0.0483870967742	0.2421875	0.243243243243
897.0	306.0	990.0	0.0501672240803	0.18954248366	0.290909090909
989.0	0.0	35.0	0.0535894843276	1.0	0.2
666.0	307.0	996.0	0.0570570570571	0.250814332248	0.273092369478
999.0	337.0	29.0	0.0570570570571	0.240356083086	0.241379310345
995.0	266.0	998.0	0.0653266331658	0.172932330827	0.290581162325
964.0	276.0	26.0	0.0601659751037	0.268115942029	0.230769230769
863.0	379.0	1000.0	0.0544611819235	0.182058047493	0.28
937.0	291.0	36.0	0.0629669156884	0.237113402062	0.222222222222
942.0	0.0	36.0	0.0658174097665	1.0	0.166666666667
974.0	0.0	30.0	0.0800821355236	1.0	0.2
984.0	308.0	29.0	0.0691056910569	0.233766233766	0.241379310345
996.0	271.0	40.0	0.0642570281124	0.291512915129	0.25
