volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
452.0	470.0	470.0	0.548672566372	0.523404255319	0.408510638298
473.0	473.0	469.0	0.526427061311	0.467230443975	0.407249466951
464.0	474.0	464.0	0.525862068966	0.544303797468	0.409482758621
473.0	469.0	472.0	0.526427061311	0.543710021322	0.389830508475
466.0	462.0	468.0	0.540772532189	0.510822510823	0.388888888889
466.0	466.0	469.0	0.527896995708	0.540772532189	0.432835820896
472.0	465.0	470.0	0.533898305085	0.531182795699	0.442553191489
449.0	458.0	449.0	0.527839643653	0.524017467249	0.47438752784
466.0	473.0	473.0	0.527896995708	0.492600422833	0.450317124736
449.0	467.0	471.0	0.527839643653	0.524625267666	0.422505307856
473.0	441.0	460.0	0.492600422833	0.52380952381	0.434782608696
471.0	464.0	471.0	0.48195329087	0.512931034483	0.447983014862
473.0	472.0	467.0	0.458773784355	0.542372881356	0.45182012848
445.0	466.0	473.0	0.501123595506	0.527896995708	0.446088794926
473.0	469.0	461.0	0.501057082452	0.501066098081	0.475054229935
466.0	458.0	467.0	0.459227467811	0.506550218341	0.38329764454
465.0	465.0	453.0	0.440860215054	0.539784946237	0.399558498896
469.0	471.0	467.0	0.454157782516	0.460721868365	0.391862955032
465.0	469.0	466.0	0.45376344086	0.45842217484	0.407725321888
468.0	450.0	455.0	0.444444444444	0.524444444444	0.441758241758
464.0	472.0	405.0	0.534482758621	0.53813559322	0.451851851852
466.0	462.0	449.0	0.510729613734	0.571428571429	0.487750556793
468.0	461.0	471.0	0.521367521368	0.51409978308	0.426751592357
471.0	465.0	473.0	0.528662420382	0.539784946237	0.408033826638
469.0	460.0	472.0	0.535181236674	0.473913043478	0.389830508475
