volume_e	volume_a	volume_pr	ratio_e	ratio_a	ratio_pr
155.0	199.0	23.0	0.0838709677419	0.185929648241	0.304347826087
84.0	76.0	32.0	0.0952380952381	0.131578947368	0.1875
84.0	127.0	31.0	0.0952380952381	0.181102362205	0.290322580645
155.0	149.0	30.0	0.0838709677419	0.181208053691	0.266666666667
155.0	101.0	37.0	0.0838709677419	0.188118811881	0.243243243243
197.0	169.0	35.0	0.0659898477157	0.183431952663	0.2
197.0	154.0	35.0	0.0659898477157	0.168831168831	0.257142857143
198.0	119.0	34.0	0.0707070707071	0.193277310924	0.235294117647
197.0	181.0	33.0	0.0659898477157	0.24861878453	0.272727272727
197.0	158.0	37.0	0.0659898477157	0.189873417722	0.189189189189
179.0	68.0	35.0	0.0837988826816	0.147058823529	0.2
183.0	189.0	199.0	0.0819672131148	0.206349206349	0.29648241206
198.0	200.0	23.0	0.0707070707071	0.18	0.217391304348
179.0	191.0	197.0	0.0837988826816	0.17277486911	0.269035532995
179.0	58.0	36.0	0.0837988826816	0.137931034483	0.166666666667
188.0	148.0	32.0	0.106382978723	0.202702702703	0.25
188.0	199.0	44.0	0.106382978723	0.13567839196	0.227272727273
188.0	157.0	41.0	0.106382978723	0.133757961783	0.170731707317
188.0	165.0	31.0	0.106382978723	0.151515151515	0.225806451613
183.0	161.0	33.0	0.0928961748634	0.11801242236	0.212121212121
162.0	197.0	30.0	0.0987654320988	0.197969543147	0.266666666667
162.0	58.0	41.0	0.0987654320988	0.137931034483	0.170731707317
162.0	68.0	45.0	0.0987654320988	0.147058823529	0.2
162.0	189.0	36.0	0.0987654320988	0.142857142857	0.222222222222
162.0	69.0	163.0	0.0987654320988	0.275362318841	0.337423312883
